"Longitude","Latitude","Accident_Severity","Weather_Conditions","Light_Conditions","Road_Surface_Conditions","Speed_limit","Urban_or_Rural_Area","Number_of_Casualties","Number_of_Vehicles","Day_of_Week","Month","TimeOfDay","Cluster","DistanceToCenter"
-0.06526,51.570953,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",3,2,"poniedziałek","01","Evening",1,9596.22511118611
0.103021,51.493146,"0","Unknown","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Evening",1,16984.5346818912
-0.318541,51.601473,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Evening",1,16715.228920109
0.035985,51.388574,"0","Fine no high winds","Daylight","Wet or damp",30,"Rural",1,2,"poniedziałek","01","Morning",1,17426.8452311344
0.11349,51.401769,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"poniedziałek","01","Morning",1,20766.4544825476
-0.173982,51.511816,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,2636.50410133827
-0.119122,51.486129,"0","Fine no high winds","Darkness - lighting unknown","Dry",30,"Urban",1,2,"niedziela","01","Morning",1,2138.84753039772
-0.175243,51.527123,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Morning",1,3881.68141825585
-0.040954,51.66632,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"wtorek","01","Morning",1,19878.8880874988
-0.037711,51.674449,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"wtorek","01","Night",1,20805.0068306698
-0.127447,51.423493,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,8477.47420254013
-0.028101,51.569255,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Afternoon",1,11091.464264972
-0.109004,51.612223,"0","Fine no high winds","Daylight","Dry",40,"Urban",1,2,"wtorek","01","Morning",1,12794.8069867412
0.020837,51.530653,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,11805.3167736928
-0.004608,51.591699,"0","Fine no high winds","Darkness - lighting unknown","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,14018.226083189
-0.113925,51.521297,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Afternoon",1,3137.51838390311
-0.326061,51.475416,"0","Fine no high winds","Darkness - no lighting","Dry",30,"Urban",1,1,"wtorek","01","Morning",1,13037.7177304637
0.174645,51.596519,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,24446.5846892797
0.047087,51.575881,"1","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,2,"wtorek","01","Morning",1,15626.7380543895
-0.136244,51.430018,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,7701.8027305715
-0.19241,51.526849,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,2,"poniedziałek","01","Morning",1,4668.2865084963
-0.243319,51.455142,"1","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Morning",1,8569.77353993595
-0.019773,51.445374,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,2,"wtorek","01","Morning",1,10366.3535368897
-0.027505,51.566368,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Morning",1,10897.7617667275
-0.240887,51.533341,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Evening",1,7846.63587791388
-0.360225,51.574726,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,17304.56772924
-0.093524,51.374565,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"wtorek","01","Morning",1,14264.9697296851
-0.071046,51.485348,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,5142.14661200698
-0.122377,51.459473,"0","Fine no high winds","Daylight","Dry",20,"Urban",2,2,"wtorek","01","Morning",1,4615.2050203976
-0.172171,51.423749,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,8649.09142621935
0.171707,51.565188,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,22926.3866046067
-0.156466,51.517297,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,1,"wtorek","01","Morning",1,2262.67690764298
-0.473237,51.513935,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,2,"wtorek","01","Morning",1,23019.3172949793
-0.251481,51.539075,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Evening",1,8800.02953803669
-0.207995,51.526459,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,5500.38280159315
-0.093309,51.473033,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"wtorek","01","Afternoon",1,4445.15053731718
-0.041512,51.512376,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,7108.32374605041
-0.107307,51.507072,"0","Fine no high winds","Darkness - lights unlit","Dry",30,"Urban",1,2,"wtorek","01","Morning",1,2553.16264305842
-0.11915,51.530914,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,3873.75992796638
0.141272,51.451716,"0","Unknown","Daylight","Data missing or out of range",30,"Urban",1,1,"środa","01","Morning",1,20328.1281117434
0.11977,51.568475,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Morning",1,19693.9343127617
-0.40623,51.484807,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,18392.3103606717
-0.208295,51.515133,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,4936.05327848627
-0.049388,51.425816,"0","Fine no high winds","Daylight","Dry",30,"Urban",4,3,"wtorek","01","Afternoon",1,10378.6587886828
-0.126146,51.50099,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"wtorek","01","Afternoon",1,1109.07766411028
-0.358037,51.451139,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,15911.5670833539
-0.119268,51.563019,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"wtorek","01","Morning",1,7283.75300207621
-0.290521,51.559344,"1","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,12285.6702795496
-0.226155,51.541393,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,7499.17965902673
-0.016102,51.599627,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,14176.7047908642
0.005699,51.45852,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,11184.2729887013
0.001457,51.581884,"0","Fine no high winds","Daylight","Dry",30,"Rural",1,2,"wtorek","01","Afternoon",1,13541.0486373244
0.175072,51.578255,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"wtorek","01","Afternoon",1,23646.747347843
-0.023234,51.518455,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"wtorek","01","Afternoon",1,8496.55207048294
-0.21271,51.409626,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,11108.1687766175
-0.293769,51.5959,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,1,"wtorek","01","Afternoon",1,15055.1599411942
-0.00382,51.339169,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Evening",1,20220.3403433523
-0.187989,51.44207,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,1,"wtorek","01","Afternoon",1,7110.2785068831
-0.141046,51.549068,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",2,2,"wtorek","01","Evening",1,5560.94279881899
0.164181,51.552557,"1","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,22015.3364138805
-0.134305,51.551659,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"wtorek","01","Afternoon",1,5872.47014756091
-0.182268,51.549804,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,6298.3798300809
-0.098502,51.382739,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,13299.8238531881
-0.075554,51.491178,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"wtorek","01","Afternoon",1,4679.87125382186
-0.286909,51.482675,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Evening",1,10218.5166323685
-0.062023,51.514696,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",2,2,"wtorek","01","Evening",1,5797.54232529713
0.046918,51.511046,"0","Unknown","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"wtorek","01","Evening",1,13148.0520967086
-0.078552,51.419824,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"wtorek","01","Evening",1,9858.7502427547
-0.108416,51.480292,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Evening",1,3125.08737551164
-0.070731,51.588309,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"środa","01","Night",1,11083.1632999805
-0.008861,51.5076,"0","Fine no high winds","Darkness - lights lit","Wet or damp",40,"Urban",1,2,"środa","01","Night",1,9264.48186797907
-0.161374,51.434731,"0","Fine no high winds","Darkness - lights unlit","Dry",30,"Urban",1,3,"środa","01","Night",1,7293.8584886225
-0.41481,51.44086,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Night",1,20007.1648728976
0.066592,51.576348,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,2,"poniedziałek","01","Night",1,16800.2027937058
-0.300872,51.409229,"0","Fine no high winds","Darkness - lights unlit","Dry",30,"Urban",1,2,"środa","01","Night",1,14892.3796994617
-0.206265,51.475085,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"środa","01","Morning",1,5204.23642432617
0.109436,51.429271,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,19083.9685339047
-0.125328,51.577055,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,2,"czwartek","01","Afternoon",1,8751.38022511973
-0.124153,51.48639,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"środa","01","Morning",1,1874.51392536414
-0.261781,51.582842,"0","Other","Daylight","Dry",30,"Urban",1,1,"środa","01","Morning",1,12481.995910893
-0.290765,51.506651,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,10351.8771032255
0.147095,51.465369,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Afternoon",1,20381.3290548978
-0.355061,51.609814,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,19225.0945167281
0.04086,51.456115,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"środa","01","Morning",1,13542.8598414886
-0.019384,51.461015,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,2,"środa","01","Morning",1,9491.71905141508
-0.077363,51.523491,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Morning",1,5228.03174133221
-0.143111,51.491278,"0","Unknown","Daylight","Data missing or out of range",30,"Urban",1,1,"czwartek","01","Morning",1,876.764393962363
0.084601,51.357683,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,22247.3318959815
-0.008166,51.513613,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,2,"środa","01","Night",1,9403.28215759842
-0.330611,51.445446,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Morning",1,14386.8737839086
-0.20132,51.4983,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"środa","01","Morning",1,4121.24779224382
-0.292504,51.529518,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"środa","01","Night",1,10970.7835042349
-0.148945,51.514391,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Morning",1,1769.77890829586
0.117944,51.532267,"0","Fine no high winds","Daylight","Dry",40,"Urban",2,2,"środa","01","Morning",1,18372.4681240976
-0.097827,51.592798,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"środa","01","Morning",1,10865.132420886
-0.20964,51.458769,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Morning",1,6500.13957622888
-0.094821,51.657675,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",2,2,"wtorek","01","Morning",1,17948.2454928489
-0.44321,51.447715,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"środa","01","Morning",1,21664.0802869547
-0.117276,51.562358,"0","Other","Darkness - lights lit","Wet or damp",20,"Urban",2,2,"wtorek","01","Afternoon",1,7243.09303847669
-0.306357,51.459217,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,12238.571885597
-0.194532,51.571575,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Morning",1,8852.24349802139
-0.497771,51.486645,"0","Fine no high winds","Daylight","Dry",70,"Rural",2,3,"środa","01","Morning",1,24706.4567341127
-0.111518,51.56901,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"środa","01","Morning",1,8059.36732008186
-0.28487,51.552337,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,11541.1062439637
-0.273348,51.50235,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"środa","01","Afternoon",1,9118.49026320485
-0.083963,51.486459,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"wtorek","01","Afternoon",1,4253.25727046942
-0.060012,51.473835,"0","Fine + high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"środa","01","Afternoon",1,6333.5059276845
0.001221,51.510756,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Rural",1,2,"środa","01","Afternoon",1,9998.80077778867
-0.129808,51.527667,"0","Raining no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,3286.22720032243
-0.131369,51.471937,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"środa","01","Afternoon",1,3111.78143765848
-0.065133,51.441276,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,8352.72903358327
0.021333,51.476777,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,11582.3702756983
-0.037612,51.512581,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,7377.46152927757
-0.121569,51.486168,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,2014.00673321635
-0.131404,51.449905,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,5525.92899176482
-0.12798,51.435102,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,7190.74248056416
-0.024856,51.494291,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"środa","01","Evening",1,8126.82711065629
-0.186755,51.382339,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,13367.5031914689
-0.119214,51.616793,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,13193.2335682101
-0.300289,51.614609,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Evening",1,16897.3216684183
-0.080354,51.490087,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Evening",1,4379.95660969925
-0.103553,51.54541,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"środa","01","Evening",1,5796.53103692881
-0.125109,51.494678,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"wtorek","01","Evening",1,1261.93500472442
-0.366771,51.557192,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"wtorek","01","Evening",1,16864.3279411393
-0.397372,51.51562,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,2,"środa","01","Evening",1,17798.3510769624
0.145711,51.442012,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"środa","01","Afternoon",1,20929.956830073
-0.017825,51.500288,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"środa","01","Evening",1,8596.75396470505
-0.188657,51.519687,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Night",1,3969.15196912188
-0.14591,51.411556,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"środa","01","Evening",1,9751.15034786121
-0.253158,51.416081,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Afternoon",1,12042.924799974
-0.103246,51.545855,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"poniedziałek","01","Evening",1,5850.30227280603
0.184286,51.532579,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Morning",1,22898.7452773693
-0.142014,51.518238,"0","Unknown","Darkness - lighting unknown","Data missing or out of range",30,"Urban",1,2,"poniedziałek","01","Evening",1,2128.69886442282
-0.211295,51.519495,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"czwartek","01","Morning",1,5318.50163753325
0.081864,51.559981,"0","Unknown","Daylight","Dry",20,"Urban",1,2,"wtorek","01","Afternoon",1,16910.5859255222
-0.100135,51.495895,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"czwartek","01","Morning",1,2914.0878440189
-0.118078,51.47649,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"czwartek","01","Morning",1,3010.38281039876
-0.125335,51.531282,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Afternoon",1,3759.36694765913
-0.443517,51.451406,"0","Other","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Morning",1,21579.0130769885
-0.137748,51.626261,"0","Unknown","Darkness - lights lit","Data missing or out of range",30,"Urban",1,2,"wtorek","01","Afternoon",1,14156.6059796393
-0.19482,51.359982,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"czwartek","01","Morning",1,15918.4108631471
-0.194284,51.530475,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,5037.1780376681
-0.1477,51.506008,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Morning",1,867.265334857511
-0.119411,51.510594,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Morning",1,2013.27109115525
-0.129428,51.431348,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"środa","01","Morning",1,7593.02195218271
-0.450636,51.513189,"0","Raining no high winds","Daylight","Wet or damp",50,"Urban",1,2,"czwartek","01","Morning",1,21451.6108991091
-0.017923,51.434911,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Morning",1,11178.5220246672
-0.07039,51.534977,"0","Unknown","Darkness - lighting unknown","Data missing or out of range",30,"Urban",1,2,"wtorek","01","Evening",1,6360.10209919476
0.060117,51.560814,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,3,"środa","01","Evening",1,15582.9612678423
-0.108809,51.533445,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"środa","01","Evening",1,4455.0511442567
-0.240855,51.593951,"0","Unknown","Darkness - lights lit","Data missing or out of range",30,"Urban",1,1,"wtorek","01","Afternoon",1,12586.1618402131
-0.117901,51.36174,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,15382.7785471492
-0.09451,51.482225,"0","Unknown","Darkness - no lighting","Data missing or out of range",30,"Urban",1,2,"piątek","01","Afternoon",1,3782.68126110517
-0.207051,51.480762,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,4958.75029032824
-0.071079,51.600544,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,3,"czwartek","01","Morning",1,12308.3171906436
-0.073374,51.563353,"0","Unknown","Darkness - lights lit","Data missing or out of range",30,"Urban",1,2,"wtorek","01","Evening",1,8580.84565113509
-0.424108,51.500965,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"wtorek","01","Morning",1,19559.949765788
0.152815,51.458429,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,20926.2428724998
-0.014783,51.513905,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"czwartek","01","Afternoon",1,8957.83913085868
-0.141725,51.397731,"0","Other","Daylight","Wet or damp",20,"Urban",1,1,"czwartek","01","Morning",1,11286.1082927429
0.009953,51.49307,"0","Other","Daylight","Wet or damp",30,"Rural",1,2,"czwartek","01","Morning",1,10543.071385492
-0.381122,51.559279,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Afternoon",1,17871.7616023452
-0.129342,51.46516,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,3878.35446071568
-0.098436,51.363494,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,15395.2751977201
-0.097291,51.598724,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,11509.6393481242
-0.093498,51.471957,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"czwartek","01","Afternoon",1,4514.58969266004
-0.121322,51.471147,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,3,"czwartek","01","Afternoon",1,3423.68072263505
-0.249411,51.506581,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,7498.46619266289
-0.202553,51.485279,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,4479.44808655768
-0.039628,51.442111,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",1,2,"czwartek","01","Afternoon",1,9514.60100362438
-0.12877,51.355889,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,15969.8185927077
-0.365609,51.549352,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,16474.9371463586
-0.347398,51.53444,"0","Raining + high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,14770.8355907361
-0.114201,51.6436,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,16197.395682355
-0.171472,51.542082,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,5204.09635879077
-0.129515,51.513723,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,1837.47153253094
-0.234837,51.603932,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,13325.1602134046
-0.23024,51.368975,"0","Raining no high winds","Darkness - no lighting","Wet or damp",30,"Urban",2,1,"czwartek","01","Afternoon",1,15731.9371033779
-0.193539,51.480105,"0","Raining + high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"czwartek","01","Afternoon",1,4160.22364084559
-0.209085,51.601473,"1","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,12307.8199670033
-0.118746,51.568676,"0","Raining + high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"czwartek","01","Afternoon",1,7907.16086199052
-0.248981,51.514039,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,7605.51747249809
-0.095992,51.446637,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,6651.71554285089
-0.186985,51.39835,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",1,2,"czwartek","01","Afternoon",1,11645.7728716116
-0.170005,51.445568,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,3,"czwartek","01","Afternoon",1,6272.14892873398
-0.269433,51.506788,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,8880.8151912905
-0.127068,51.604959,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"czwartek","01","Afternoon",1,11826.8436074717
-0.371596,51.494762,"0","Raining no high winds","Darkness - lighting unknown","Wet or damp",30,"Urban",2,2,"czwartek","01","Afternoon",1,15928.3567379396
-0.068987,51.595384,"0","Raining + high winds","Darkness - lights lit","Snow",30,"Urban",1,2,"czwartek","01","Afternoon",1,11844.6783957728
-0.12597,51.522839,"0","Snowing no high winds","Darkness - lighting unknown","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,2861.25426222797
0.015653,51.556911,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,12664.8387228061
0.019978,51.508006,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"czwartek","01","Afternoon",1,11258.0850253273
-0.073081,51.583941,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,10575.6033463215
0.077003,51.535607,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,15696.0755098687
0.035163,51.389487,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Rural",1,1,"czwartek","01","Afternoon",1,17314.6362979738
-0.21923,51.534094,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,6624.4597419075
-0.178568,51.555771,"0","Snowing + high winds","Darkness - lights lit","Snow",20,"Urban",1,1,"czwartek","01","Afternoon",1,6799.81527082776
-0.190296,51.383653,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",1,1,"czwartek","01","Afternoon",1,13285.3021963984
0.084714,51.442393,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",1,1,"czwartek","01","Afternoon",1,16932.8953161295
0.113941,51.551673,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",2,2,"czwartek","01","Afternoon",1,18657.9718006244
-0.176827,51.519954,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",1,1,"czwartek","01","Afternoon",1,3353.88890703681
-0.187788,51.461671,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,5245.12539529874
-0.085535,51.552042,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"środa","01","Afternoon",1,7066.31825566281
